symbol,trend_strength,trend_consistency,composite_score,momentum_rank,persistence_rank
20号胶连续,,,,-1,-1
20号胶连续,,,,-1,-1
20号胶连续,,,,-1,-1
20号胶连续,,,,-1,-1
20号胶连续,,0.7944444444444444,,-1,15
20号胶连续,,0.8277777777777778,,-1,10
20号胶连续,,0.92090395480226,,-1,2
20号胶连续,,0.9388888888888888,,-1,4
20号胶连续,,0.9055555555555554,,-1,6
20号胶连续,,0.9398907103825137,,-1,4
20号胶连续,,0.8611111111111112,,-1,8
20号胶连续,,0.7923497267759562,,-1,11
20号胶连续,,0.5706214689265536,,-1,22
20号胶连续,,0.6045197740112994,,-1,19
20号胶连续,,0.7555555555555555,,-1,10
20号胶连续,,0.7611111111111111,,-1,13
20号胶连续,,0.6384180790960451,,-1,18
20号胶连续,,0.5819209039548022,,-1,24
20号胶连续,,0.4944444444444444,,-1,30
20号胶连续,,0.44999999999999996,,-1,36
20号胶连续,0.5971927966101696,0.3220338983050848,0.45961334745762716,21,44
20号胶连续,0.6391025641025642,0.3111111111111111,0.47510683760683764,17,47
20号胶连续,0.6666225282485875,0.3163841807909605,0.491503354519774,15,46
20号胶连续,0.5146098163841808,0.3276836158192091,0.42114671610169496,27,47
20号胶连续,0.5140360169491526,0.3898305084745763,0.4519332627118644,29,41
20号胶连续,0.3861065498996534,0.46551724137931033,0.42581189563948185,39,38
20号胶连续,0.4581196581196581,0.37222222222222223,0.41517094017094014,35,44
20号胶连续,0.46410326582740374,0.2413793103448276,0.35274128808611566,36,55
20号胶连续,0.3951612903225807,0.1286549707602339,0.26190813054140727,44,57
20号胶连续,0.279881709039548,0.15254237288135594,0.216212040960452,50,58
20号胶连续,0.1651158547710272,0.2068965517241379,0.18600620324758255,55,55
20号胶连续,0.16503354519774013,0.41242937853107337,0.28873146186440674,55,39
20号胶连续,0.14833059660645867,0.5517241379310346,0.3500273672687466,54,25
20号胶连续,0.12354343220338983,0.7231638418079096,0.4233536370056497,58,8
20号胶连续,0.11811440677966101,0.7627118644067797,0.4404131355932204,57,5
20号胶连续,0.2358146323663565,0.7528735632183908,0.49434409779237365,47,4
20号胶连续,0.29045794563035937,0.689655172413793,0.49005655902207623,44,11
20号胶连续,0.3428074750108648,0.65,0.49640373750543243,40,14
20号胶连续,0.33659960258320915,0.639344262295082,0.4879719324391456,43,14
20号胶连续,0.42497464870346224,0.6,0.5124873243517312,35,18
20号胶连续,0.5076009399961037,0.536723163841808,0.5221620519189558,26,28
20号胶连续,0.5696854300603935,0.5819209039548022,0.5758031670075978,24,21
20号胶连续,0.6101076445904032,0.5172413793103449,0.5636745119503741,25,31
20号胶连续,0.7054156316968635,0.48022598870056504,0.5928208101987142,16,36
20号胶连续,0.7208082466703156,0.4597701149425288,0.5902891808064222,12,34
20号胶连续,0.7242747673782156,0.5114942528735632,0.6178845101258894,14,29
20号胶连续,0.754453414182739,0.5141242937853107,0.6342888539840248,10,29
20号胶连续,0.8390713276836159,0.5423728813559322,0.690722104519774,2,22
20号胶连续,0.8102992154716292,0.5977011494252874,0.7040001824484583,4,12
20号胶连续,0.8757069877759532,0.660919540229885,0.7683132640029191,2,10
20号胶连续,0.8380494246368609,0.7134502923976608,0.7757498585172609,6,6
20号胶连续,0.8928975664968873,0.7076023391812866,0.800249952839087,3,6
20号胶连续,0.8954041252678745,0.6949152542372881,0.7951596897525812,2,8
20号胶连续,0.9373289545703338,0.6666666666666666,0.8019978106185002,1,14
20号胶连续,0.9048292774948123,0.6900584795321637,0.7974438785134881,1,13
20号胶连续,0.9206281833616298,0.6783625730994151,0.7994953782305224,1,14
20号胶连续,0.9212278781244297,0.6666666666666666,0.7939472723955482,1,14
20号胶连续,0.8892921960072595,0.6609195402298851,0.7751058681185723,1,16
20号胶连续,0.7669779286926994,0.5672514619883041,0.6671146953405018,9,24
20号胶连续,0.6155470884722785,0.44999999999999996,0.5327735442361392,24,38
20号胶连续,0.6731069476971117,0.4464285714285714,0.5597677595628415,19,37
20号胶连续,0.6810896974236357,0.4942528735632184,0.5876712854934271,15,31
20号胶连续,0.5437653272967364,0.3625730994152046,0.4531692133559705,28,43
20号胶连续,0.45783077485380114,0.37288135593220345,0.4153560653930023,34,42
20号胶连续,0.4772803656651207,0.4252873563218391,0.45128386099347995,32,34
20号胶连续,0.38166777095996696,0.4137931034482758,0.3977304372041214,42,43
20号胶连续,0.4132913701879219,0.28160919540229884,0.34745028279511037,40,56
20号胶连续,0.4827342684589908,0.24293785310734464,0.3628360607831677,33,57
20号胶连续,0.48400455160890726,0.28160919540229884,0.38280687350560305,32,53
20号胶连续,0.4701746054938632,0.3333333333333333,0.40175396941359826,28,47
20号胶连续,0.6374835622443016,0.3107344632768361,0.4741090127605688,14,51
20号胶连续,0.7650519978106184,0.2471264367816092,0.5060892172961138,6,54
20号胶连续,0.7946870925684486,0.18333333333333335,0.489010212950891,6,57
20号胶连续,0.7627806074325599,0.19883040935672516,0.48080550839464253,7,55
20号胶连续,0.7229431497175142,0.2711864406779661,0.49706479519774016,12,53
20号胶连续,0.6349338384274863,0.2758620689655173,0.4553979536965018,19,52
20号胶连续,0.7732031692133559,0.2456140350877193,0.5094086021505376,9,51
20号胶连续,0.8693933108633652,0.29310344827586204,0.5812483795696136,5,49
20号胶连续,0.8709753310479263,0.27586206896551724,0.5734187000067218,6,49
20号胶连续,0.8064677978471081,0.06896551724137932,0.4377166575442437,8,58
20号胶连续,0.6542145593869731,0.08620689655172414,0.3702107279693486,17,58
20号胶连续,0.6129032258064516,0.07017543859649122,0.3415393322014714,21,57
20号胶连续,0.5905489530277306,0.08187134502923976,0.3362101490284852,20,57
20号胶连续,0.7861724202980569,0.08187134502923976,0.43402188266364833,6,57
20号胶连续,0.6619034144501037,0.13450292397660818,0.39820316921335597,14,56
20号胶连续,0.5083946425202792,0.19883040935672514,0.3536125259385022,26,54
20号胶连续,0.45250896057347667,0.2456140350877193,0.349061497830598,31,52
20号胶连续,0.47906055461233726,0.2631578947368421,0.3711092246745897,30,50
20号胶连续,0.5608847387285418,0.23391812865497075,0.3974014336917563,20,50
20号胶连续,0.6282305225429164,0.22807017543859645,0.42815034899075644,15,49
20号胶连续,0.6893982267496699,0.15204678362573099,0.42072250518770044,10,54
20号胶连续,0.6638841727975854,0.15789473684210525,0.4108894548198453,9,56
20号胶连续,0.5572533484248255,0.1286549707602339,0.34295415959252973,20,57
20号胶连续,0.4397283531409168,0.2690058479532164,0.3543671005470666,36,53
20号胶连续,0.46161101678928507,0.3216374269005848,0.39162422184493495,33,46
20号胶连续,0.2726260094681147,0.2982456140350877,0.2854358117516012,51,47
20号胶连续,0.16290726817042603,0.33918128654970764,0.25104427736006685,56,49
20号胶连续,0.08702311333890282,0.4970760233918128,0.2920495683653578,57,33
20号胶连续,0.06418824839877471,0.5087719298245613,0.286480089111668,56,32
20号胶连续,0.06864383180172653,0.5380116959064327,0.3033277638540796,56,27
20号胶连续,0.11166805903648008,0.5964912280701754,0.35407964355332777,55,18
20号胶连续,0.12350320245057085,0.6257309941520468,0.37461709830130885,55,15
20号胶连续,0.35909217488164863,0.49707602339181284,0.42808409913673073,42,31
20号胶连续,0.41798941798941797,0.32748538011695905,0.3727373990531885,35,49
20号胶连续,0.38777499303815094,0.25146198830409355,0.31961849067112225,40,52
20号胶连续,0.26204399888610413,0.32748538011695905,0.29476468950153156,47,50
20号胶连续,0.2063492063492063,0.52046783625731,0.3634085213032581,52,27
20号胶连续,0.1038074712643678,0.5459770114942529,0.3248922413793104,58,25
20号胶连续,0.06941451149425287,0.6666666666666666,0.3680405890804598,57,10
20号胶连续,0.19656810848961484,0.6954022988505747,0.44598520367009475,51,7
20号胶连续,0.3377889167362851,0.7719298245614036,0.5548593706488443,43,2
20号胶连续,0.37162350320245063,0.8421052631578947,0.6068643831801727,38,1
20号胶连续,0.32483987747145643,0.7660818713450291,0.5454608744082428,42,7
20号胶连续,0.2844611528822055,0.6900584795321638,0.48725981620718467,48,9
20号胶连续,0.1929824561403509,0.6491228070175439,0.4210526315789474,51,12
20号胶连续,0.14494569757727652,0.6549707602339181,0.3999582289055973,53,11
20号胶连续,0.11793372319688107,0.6959064327485379,0.4069200779727095,56,9
20号胶连续,0.23015873015873015,0.6023391812865496,0.41624895572263987,50,21
20号胶连续,0.22261135057471262,0.7816091954022989,0.5021102729885057,52,2
20号胶连续,0.14592035644667223,0.8128654970760234,0.4793929267613478,55,1
20号胶连续,0.1555299539170507,0.8690476190476191,0.5122887864823349,54,1
20号胶连续,0.1671466973886329,0.9285714285714285,0.5478590629800307,54,1
20号胶连续,0.07997311827956989,0.9523809523809524,0.5161770353302612,55,1
20号胶连续,0.07968509984639016,0.9523809523809524,0.5160330261136713,56,1
20号胶连续,0.06893241167434716,0.9404761904761906,0.5047043010752689,56,1
20号胶连续,0.15140168970814133,0.9345238095238096,0.5429627496159755,53,1
20号胶连续,0.139515455304929,0.935672514619883,0.537593984962406,53,1
20号胶连续,0.22389306599832914,0.8362573099415204,0.5300751879699248,47,2
20号胶连续,0.30701754385964913,0.7076023391812866,0.5073099415204678,44,10
20号胶连续,0.36201615148983574,0.6198830409356725,0.49094959621275414,41,15
20号胶连续,0.44319131161236425,0.6549707602339181,0.5490810359231412,38,13
20号胶连续,0.49860763018657756,0.7017543859649122,0.6001810080757449,32,6
20号胶连续,0.5708716235032025,0.7894736842105262,0.6801726538568644,23,4
20号胶连续,0.5434358615648316,0.7528735632183908,0.6481547123916112,25,6
20号胶连续,0.6420217209690894,0.7192982456140351,0.6806599832915623,21,7
20号胶连续,0.6301865775549986,0.6549707602339181,0.6425786688944584,21,10
20号胶连续,0.7496581342004437,0.6149425287356322,0.6823003314680379,12,14
20号胶连续,0.8259537733221944,0.6257309941520468,0.7258423837371206,9,12
20号胶连续,0.8855472013366752,0.6783625730994153,0.7819548872180453,3,8
20号胶连续,0.8884711779448621,0.847953216374269,0.8682121971595655,3,1
20号胶连续,0.8653578390420497,0.9473684210526315,0.9063631300473406,3,1
20号胶连续,0.8650273224043716,0.9393939393939394,0.9022106308991555,1,1
20号胶连续,0.7189715116366197,0.9265536723163841,0.8227625919765018,12,1
20号胶连续,0.6497608514821537,0.7931034482758621,0.721432149879008,14,2
20号胶连续,0.5494291283764968,0.5906432748538012,0.570036201615149,25,19
20号胶连续,0.41506544138123086,0.5730994152046783,0.49408242829295457,37,23
20号胶连续,0.4223057644110275,0.6491228070175439,0.5357142857142857,37,12
20号胶连续,0.3904204956836536,0.6900584795321638,0.5402394876079087,37,6
20号胶连续,0.4912280701754386,0.6315789473684211,0.5614035087719299,30,13
20号胶连续,0.3582567529935951,0.5672514619883041,0.4627541074909496,39,20
20号胶连续,0.26775271512113613,0.5555555555555555,0.41165413533834583,47,21
20号胶连续,0.2229184071289335,0.6783625730994153,0.4506404901141744,49,8
20号胶连续,0.24742411584516844,0.7251461988304092,0.4862851573377888,48,8
