symbol,trend_strength,trend_consistency,composite_score,momentum_rank,persistence_rank
M0,0.9752976190476191,0.6979166666666666,0.8671190476190476,1,10
AP0,0.9031250000000001,0.7135416666666666,0.8291875,6,8
AU0,0.9066220238095238,0.6197916666666666,0.7947581845238095,5,14
A0,0.9577380952380953,0.4010416666666667,0.7406264880952382,3,47
LH0,0.9746279761904763,0.3020833333333333,0.7123355654761905,2,57
RM0,0.8755952380952382,0.4479166666666667,0.7088005952380952,9,36
OI0,0.8299107142857144,0.5,0.7012455357142857,10,32
UR0,0.8043154761904763,0.4375,0.6612574404761905,11,39
JD0,0.6718005952380953,0.6354166666666666,0.6576108630952382,17,12
B0,0.9273809523809525,0.22916666666666666,0.655077380952381,4,61
SF0,0.6966517857142858,0.5729166666666666,0.6483950892857143,14,24
WR0,0.6891369047619048,0.5572916666666666,0.637717261904762,15,26
RR0,0.8883928571428571,0.21354166666666666,0.6252008928571428,7,62
C0,0.8840773809523811,0.1875,0.6124122023809524,8,63
CS0,0.7598214285714285,0.375,0.6097410714285714,13,49
FG0,0.7624255952380953,0.34375,0.5991421130952381,12,54
MA0,0.5069196428571429,0.7395833333333334,0.5976584821428572,30,6
SI0,0.5174851190476191,0.7083333333333334,0.5919159226190477,28,9
AO0,0.350297619047619,0.9583333333333334,0.5874315476190476,40,1
PK0,0.6461309523809524,0.421875,0.558671130952381,18,42
I0,0.5281994047619047,0.6041666666666666,0.5578266369047619,27,18
RB0,0.6795386904761904,0.3489583333333333,0.5506123511904761,16,53
SH0,0.2936755952380952,0.9479166666666666,0.5488296130952381,46,2
EG0,0.5311755952380952,0.5729166666666666,0.547454613095238,26,23
JM0,0.30892857142857144,0.9166666666666666,0.5459464285714286,44,3
V0,0.5594494047619049,0.453125,0.5179828869047619,24,35
J0,0.6074404761904763,0.375,0.5167886904761905,21,51
CJ0,0.6222470238095238,0.3489583333333333,0.5156644345238095,20,52
SA0,0.4470982142857143,0.6197916666666666,0.5144486607142857,34,16
HC0,0.5383928571428571,0.4166666666666667,0.49091964285714285,25,44
PP0,0.5874255952380952,0.3385416666666667,0.4903608630952381,22,55
FB0,0.4255208333333333,0.5833333333333334,0.48706770833333335,38,22
SP0,0.2632440476190476,0.8177083333333334,0.47948511904761904,49,4
EC0,0.48891369047619054,0.4427083333333333,0.47089360119047624,31,37
SM0,0.45751488095238096,0.4895833333333333,0.4700215773809524,32,33
AG0,0.5074404761904762,0.4010416666666667,0.46594494047619045,29,48
RS0,0.6398809523809523,0.1875,0.4634523809523809,19,64
SC0,0.4555059523809524,0.453125,0.454577380952381,33,34
EB0,0.33958333333333335,0.6302083333333334,0.45292708333333337,42,13
SR0,0.5845238095238096,0.23958333333333334,0.44999702380952383,23,60
LC0,0.1919642857142857,0.8125,0.4339732142857143,59,5
LU0,0.44084821428571425,0.421875,0.4334486607142857,35,41
Y0,0.43355654761904766,0.4270833333333333,0.43103199404761905,37,40
PF0,0.3169642857142857,0.6041666666666666,0.4289732142857143,43,20
PB0,0.23348214285714283,0.7239583333333334,0.42476785714285714,54,7
AL0,0.2999255952380952,0.6041666666666666,0.41857961309523806,45,17
BU0,0.40267857142857144,0.4114583333333333,0.40610267857142857,39,46
PG0,0.4401041666666667,0.3072916666666667,0.3883072916666667,36,56
FU0,0.3432291666666667,0.4427083333333333,0.3820260416666667,41,38
TA0,0.24791666666666665,0.5729166666666666,0.37466666666666665,52,25
ZN0,0.16346726190476188,0.6875,0.3678400297619048,61,11
PX0,0.25037202380952384,0.546875,0.36600818452380957,51,27
L0,0.2025297619047619,0.6041666666666666,0.3591681547619048,58,19
CU0,0.2349702380952381,0.5260416666666666,0.3484880952380952,53,29
BC0,0.22127976190476192,0.5416666666666666,0.34623065476190473,55,28
SS0,0.2648809523809524,0.4166666666666667,0.3240773809523809,48,45
CF0,0.2623511904761905,0.4166666666666667,0.3225342261904762,50,43
NI0,0.18638392857142858,0.515625,0.31478794642857144,60,31
RU0,0.11294642857142857,0.6041666666666666,0.30452232142857144,62,21
BR0,0.08883928571428572,0.6197916666666666,0.29591071428571425,63,15
P0,0.29285714285714287,0.2604166666666667,0.28020535714285716,47,59
CY0,0.21875,0.375,0.2796875,56,50
NR0,0.08839285714285715,0.5208333333333334,0.2570446428571429,64,30
SN0,0.21785714285714283,0.2864583333333333,0.24461160714285712,57,58
IC0,,,,-1,-1
IF0,,,,-1,-1
IH0,,,,-1,-1
IM0,,,,-1,-1
TF0,,,,-1,-1
TS0,,,,-1,-1
