symbol,trend_strength,trend_consistency,composite_score,momentum_rank,persistence_rank
AU0,0.8476190476190477,0.9270833333333334,0.8786101190476191,5,1
AP0,0.9314732142857144,0.7135416666666666,0.8464799107142857,3,9
AG0,0.9406250000000002,0.6822916666666666,0.8398750000000001,2,12
UR0,0.836830357142857,0.8385416666666666,0.8374977678571428,7,3
SN0,0.953125,0.6458333333333334,0.83328125,1,18
LU0,0.8395833333333332,0.734375,0.7985520833333333,6,7
OI0,0.9230654761904763,0.5520833333333334,0.7783824404761905,4,30
SC0,0.747172619047619,0.7239583333333334,0.7381190476190476,10,8
SR0,0.7552083333333334,0.5572916666666666,0.6780208333333333,9,28
CU0,0.6723214285714286,0.640625,0.6599598214285715,16,19
BU0,0.744717261904762,0.4895833333333333,0.6452150297619048,11,35
PX0,0.7036458333333333,0.5260416666666666,0.6343802083333333,15,32
BC0,0.6571428571428571,0.5885416666666666,0.6303883928571429,19,25
NI0,0.8017857142857143,0.2916666666666667,0.6028392857142857,8,55
PP0,0.6569196428571429,0.4583333333333333,0.5794709821428572,20,40
M0,0.7445684523809524,0.3072916666666667,0.5740305059523809,12,54
RM0,0.573139880952381,0.5729166666666666,0.5730528273809524,23,26
J0,0.5290178571428571,0.5989583333333334,0.5562946428571428,28,23
P0,0.671279761904762,0.3541666666666667,0.5476056547619048,17,49
PG0,0.7314732142857143,0.2552083333333333,0.5457299107142857,13,58
EC0,0.7280505952380952,0.25,0.5416108630952381,14,59
TA0,0.629985119047619,0.390625,0.5366346726190476,22,46
Y0,0.5396577380952382,0.53125,0.5363787202380953,26,31
FG0,0.5424851190476191,0.515625,0.5320096726190476,25,34
FU0,0.5723958333333333,0.46875,0.5319739583333334,24,37
EG0,0.4369047619047619,0.671875,0.5285431547619048,34,13
I0,0.6619047619047619,0.3125,0.5256369047619047,18,53
SS0,0.6469494047619048,0.3177083333333333,0.5185453869047618,21,52
PB0,0.42574404761904766,0.6458333333333334,0.5115788690476191,35,17
CS0,0.2738095238095238,0.8541666666666666,0.5001488095238095,54,2
SI0,0.40230654761904755,0.625,0.48915699404761903,37,20
LH0,0.37194940476190474,0.65625,0.4828266369047619,42,15
EB0,0.40014880952380955,0.5989583333333334,0.47768452380952386,38,22
V0,0.5149553571428572,0.4166666666666667,0.47662276785714286,29,44
JM0,0.27901785714285715,0.78125,0.47488839285714285,53,4
LC0,0.4082589285714286,0.5677083333333334,0.4704441964285715,36,27
PF0,0.5086309523809525,0.4010416666666667,0.466671130952381,30,45
SH0,0.24977678571428574,0.765625,0.4509575892857143,57,6
JD0,0.23705357142857145,0.7708333333333334,0.44522767857142864,59,5
B0,0.33809523809523806,0.59375,0.4378005952380952,48,24
CJ0,0.483110119047619,0.3645833333333333,0.4368846726190476,32,48
A0,0.35543154761904766,0.5520833333333334,0.43212574404761905,44,29
C0,0.2625,0.6927083333333334,0.43028125000000006,55,11
RS0,0.5307291666666667,0.265625,0.4273385416666667,27,57
RB0,0.3996279761904762,0.4166666666666667,0.40627306547619046,39,43
L0,0.2472470238095238,0.6458333333333334,0.40269568452380955,58,16
PK0,0.3533482142857143,0.4583333333333333,0.39429241071428567,45,39
AL0,0.2576636904761905,0.5989583333333334,0.3907686011904762,56,21
BR0,0.3430059523809524,0.4583333333333333,0.387983630952381,47,38
FB0,0.29799107142857145,0.515625,0.3828683035714286,52,33
WR0,0.3168154761904762,0.484375,0.3821636904761905,49,36
SP0,0.16666666666666666,0.703125,0.37588541666666664,63,10
AO0,0.17790178571428572,0.6666666666666666,0.3685200892857143,62,14
RR0,0.49702380952380953,0.15104166666666666,0.3620907738095238,31,62
SF0,0.2997767857142857,0.4322916666666667,0.35145758928571424,51,42
CF0,0.3985863095238095,0.265625,0.3467313988095238,40,56
MA0,0.3107142857142857,0.3802083333333333,0.3378169642857143,50,47
HC0,0.39367559523809526,0.234375,0.3315483630952381,41,61
CY0,0.4638392857142857,0.10416666666666667,0.3235669642857143,33,64
NR0,0.36934523809523806,0.23958333333333334,0.3187380952380952,43,60
SM0,0.2232886904761905,0.4479166666666667,0.3108936011904762,60,41
ZN0,0.34761904761904755,0.15104166666666666,0.27095386904761903,46,63
SA0,0.21160714285714288,0.34375,0.2631428571428571,61,50
RU0,0.14226190476190476,0.3333333333333333,0.2167797619047619,64,51
IC0,,,,-1,-1
IF0,,,,-1,-1
IH0,,,,-1,-1
IM0,,,,-1,-1
TF0,,,,-1,-1
TS0,,,,-1,-1
