symbol,trend_strength,trend_consistency,composite_score,momentum_rank,persistence_rank
AP0,0.9546875,0.8802083333333334,0.925640625,1,4
OI0,0.9490327380952381,0.8020833333333334,0.8917224702380953,2,8
AU0,0.8455357142857142,0.890625,0.8631205357142857,6,2
RM0,0.9469494047619048,0.6510416666666666,0.8315453869047619,3,17
M0,0.9456101190476192,0.6510416666666666,0.8307284226190477,4,16
SR0,0.8768601190476191,0.6614583333333334,0.7928534226190476,5,14
UR0,0.8212053571428571,0.6875,0.7690602678571428,8,12
CS0,0.8058779761904762,0.5677083333333334,0.7129918154761905,10,22
FG0,0.7323660714285714,0.609375,0.6843995535714285,15,21
SN0,0.7263392857142857,0.5677083333333334,0.6644732142857144,16,23
A0,0.8008928571428572,0.4427083333333333,0.6612008928571429,11,37
LU0,0.7329613095238096,0.5052083333333334,0.6441376488095238,14,28
PG0,0.8372767857142858,0.3385416666666667,0.6427700892857143,7,50
J0,0.7691964285714284,0.4270833333333333,0.6357723214285713,13,38
C0,0.7904761904761904,0.3489583333333333,0.6182842261904762,12,48
LH0,0.6692708333333334,0.484375,0.5971614583333333,21,33
SC0,0.7041666666666666,0.390625,0.5818854166666666,18,41
RR0,0.8110863095238096,0.1875,0.5678876488095238,9,64
B0,0.7117559523809524,0.3125,0.556046130952381,17,53
JM0,0.3438988095238096,0.875,0.5510282738095238,43,5
PK0,0.5373511904761905,0.5520833333333334,0.5430967261904762,28,26
RB0,0.6773065476190476,0.3020833333333333,0.5309694940476191,19,56
FU0,0.6554315476190476,0.3229166666666667,0.525750744047619,22,51
WR0,0.43906249999999997,0.65625,0.523765625,35,15
P0,0.6751488095238095,0.2708333333333333,0.5174657738095237,20,59
SH0,0.26183035714285713,0.8854166666666666,0.5050290178571428,50,3
EG0,0.480952380952381,0.5,0.4883809523809524,31,29
RS0,0.6366815476190476,0.2552083333333333,0.48790699404761906,24,62
FB0,0.40520833333333334,0.6145833333333334,0.4868645833333334,38,20
SA0,0.3912202380952381,0.6354166666666666,0.4864568452380952,39,18
PP0,0.6389136904761905,0.22395833333333334,0.4770811011904762,23,63
JD0,0.24404761904761907,0.8333333333333334,0.47386904761904763,52,7
BU0,0.5828125000000001,0.2916666666666667,0.4692656250000001,25,57
SM0,0.4595238095238095,0.484375,0.4692157738095238,32,34
SI0,0.3322916666666667,0.6822916666666666,0.4687916666666667,45,13
V0,0.5429315476190476,0.3229166666666667,0.4571257440476191,27,52
HC0,0.544419642857143,0.3072916666666667,0.4519397321428572,26,55
SF0,0.20074404761904763,0.84375,0.4515163690476191,54,6
AO0,0.13035714285714287,0.9479166666666666,0.44920535714285714,63,1
AG0,0.48162202380952385,0.3854166666666667,0.4441019345238096,30,42
CJ0,0.48638392857142865,0.359375,0.4368504464285715,29,45
I0,0.4443452380952381,0.40625,0.4294880952380953,34,39
L0,0.3431547619047619,0.5520833333333334,0.42463690476190474,44,25
PX0,0.45625,0.3645833333333333,0.4205,33,44
MA0,0.24233630952380955,0.6979166666666666,0.4200126488095238,53,11
SP0,0.14427083333333332,0.7708333333333334,0.38863020833333334,61,9
TA0,0.4091517857142857,0.3541666666666667,0.38770758928571425,37,47
LC0,0.16138392857142855,0.6979166666666666,0.3706316964285714,59,10
Y0,0.4235119047619047,0.2604166666666667,0.35990476190476184,36,61
EB0,0.29203869047619047,0.4583333333333333,0.3568936011904762,47,35
PF0,0.3294642857142857,0.390625,0.35331696428571424,46,40
SS0,0.367485119047619,0.3125,0.3460409226190476,40,54
CU0,0.25044642857142857,0.484375,0.3416785714285714,51,32
PB0,0.1599702380952381,0.625,0.34133184523809523,60,19
CY0,0.3625,0.28125,0.3308125,41,58
AL0,0.17715773809523808,0.5625,0.32744122023809524,57,24
EC0,0.36235119047619047,0.2604166666666667,0.3225967261904762,42,60
CF0,0.2911458333333333,0.3385416666666667,0.3096302083333333,48,49
BC0,0.1886904761904762,0.4947916666666667,0.3080699404761905,55,31
RU0,0.1832589285714286,0.5,0.30678794642857143,56,30
BR0,0.2624255952380952,0.3541666666666667,0.2982046130952381,49,46
NI0,0.16316964285714283,0.453125,0.2762522321428571,58,36
ZN0,0.08563988095238095,0.5416666666666666,0.26349032738095235,64,27
NR0,0.1415922619047619,0.3802083333333333,0.23465252976190476,62,43
IC0,,,,-1,-1
IF0,,,,-1,-1
IH0,,,,-1,-1
IM0,,,,-1,-1
TF0,,,,-1,-1
TS0,,,,-1,-1
