symbol,trend_strength,trend_consistency,composite_score,momentum_rank,persistence_rank
CU0,0.8860863095238095,0.9322916666666666,0.9041063988095237,1,1
BC0,0.8633184523809524,0.9166666666666666,0.884124255952381,2,2
UR0,0.8492559523809523,0.7447916666666666,0.808514880952381,3,7
AU0,0.6994791666666668,0.8489583333333334,0.7577760416666668,15,3
AG0,0.7377232142857143,0.671875,0.7120424107142858,11,14
LU0,0.7709821428571427,0.609375,0.7079553571428571,7,19
SC0,0.7691220238095239,0.5833333333333334,0.6966644345238096,8,22
SN0,0.684672619047619,0.6927083333333334,0.6878065476190476,17,11
AP0,0.8245535714285716,0.46875,0.6857901785714287,5,36
PX0,0.8340029761904763,0.4427083333333333,0.6813980654761904,4,42
FG0,0.7380208333333332,0.578125,0.6756614583333332,10,23
ZN0,0.8180803571428572,0.3958333333333333,0.6534040178571429,6,49
PP0,0.7376488095238095,0.5,0.6449657738095238,12,31
LH0,0.6246279761904763,0.6302083333333334,0.6268043154761905,22,18
BU0,0.7561755952380952,0.40625,0.619704613095238,9,47
TA0,0.7296130952380953,0.4322916666666667,0.6136577380952382,13,44
V0,0.6875,0.484375,0.60828125,16,32
PB0,0.637797619047619,0.5572916666666666,0.6064002976190476,19,27
EG0,0.5738839285714286,0.5729166666666666,0.5735066964285714,26,24
PG0,0.721577380952381,0.3229166666666667,0.5660997023809524,14,54
OI0,0.6305059523809523,0.4635416666666667,0.565389880952381,21,37
FU0,0.6586309523809524,0.4166666666666667,0.5642648809523809,18,46
SR0,0.6072916666666667,0.4635416666666667,0.5512291666666667,23,38
J0,0.5609375,0.515625,0.543265625,27,30
JM0,0.3584077380952381,0.7604166666666666,0.5151912202380953,48,4
NI0,0.5505952380952381,0.4375,0.5064880952380952,29,43
SS0,0.45989583333333334,0.5677083333333334,0.5019427083333334,34,25
CS0,0.3369791666666666,0.7447916666666666,0.49602604166666664,50,5
SI0,0.3363839285714285,0.734375,0.4916004464285714,51,8
AO0,0.38035714285714284,0.65625,0.4879553571428571,46,16
MA0,0.5510416666666668,0.34375,0.47019791666666677,28,52
LC0,0.4081845238095238,0.5625,0.46836755952380954,39,26
I0,0.6335565476190476,0.203125,0.465688244047619,20,61
RM0,0.4043154761904762,0.5572916666666666,0.4639761904761905,40,28
PF0,0.42008928571428567,0.53125,0.46344196428571427,38,29
EC0,0.5801339285714286,0.2708333333333333,0.45950669642857145,24,56
SF0,0.44970238095238096,0.4739583333333333,0.4591622023809524,36,35
JD0,0.2854166666666667,0.7083333333333334,0.4503541666666667,55,10
PK0,0.4421130952380952,0.453125,0.44640773809523804,37,40
CJ0,0.55,0.24479166666666666,0.43096875,30,59
AL0,0.3999255952380952,0.4791666666666667,0.43082961309523804,42,33
C0,0.2720982142857143,0.6770833333333334,0.4300424107142857,56,12
WR0,0.40394345238095236,0.4583333333333333,0.42515550595238094,41,39
RB0,0.45535714285714285,0.375,0.4240178571428571,35,50
L0,0.3072916666666667,0.6041666666666666,0.4230729166666667,53,20
NR0,0.46517857142857144,0.3541666666666667,0.42188392857142865,33,51
Y0,0.3735119047619047,0.4791666666666667,0.4147172619047619,47,34
M0,0.24382440476190473,0.6770833333333334,0.4127953869047619,58,13
SH0,0.18526785714285712,0.7447916666666666,0.40348214285714284,61,6
RS0,0.5754464285714286,0.11458333333333333,0.3957098214285714,25,64
HC0,0.5305803571428571,0.16145833333333334,0.38662276785714284,31,63
SM0,0.3413690476190476,0.453125,0.3849538690476191,49,41
B0,0.24427083333333333,0.5989583333333334,0.38259895833333335,57,21
RR0,0.5142113095238096,0.16666666666666666,0.3786688988095238,32,62
FB0,0.381547619047619,0.3385416666666667,0.3647752976190476,45,53
A0,0.13214285714285715,0.6666666666666666,0.3406071428571429,62,15
EB0,0.09605654761904762,0.71875,0.3389069940476191,63,9
SA0,0.38831845238095236,0.2604166666666667,0.33843675595238093,43,58
CY0,0.38779761904761906,0.22916666666666666,0.32593154761904763,44,60
SP0,0.09270833333333334,0.65625,0.3124895833333333,64,17
RU0,0.3266369047619047,0.265625,0.3028422619047619,52,57
CF0,0.2948660714285714,0.3020833333333333,0.29768080357142856,54,55
BR0,0.20818452380952382,0.421875,0.2915238095238095,60,45
P0,0.209375,0.3958333333333333,0.28209375,59,48
IC0,,,,-1,-1
IF0,,,,-1,-1
IH0,,,,-1,-1
IM0,,,,-1,-1
TF0,,,,-1,-1
TS0,,,,-1,-1
